N,D,E,Noise,mse
73,312,0.8,0.2,0.0242298723573082
73,312,0.9,0.0,5.187263983464754
73,312,0.9,0.1,1.3021774237021724
73,312,0.9,0.2,0.0623636701442666
73,313,0.5,0.0,6.210366177815831
73,313,0.5,0.1,1.0948272365953642
73,313,0.5,0.2,0.0287154545414534
73,313,0.6,0.0,6.210366177815831
73,313,0.6,0.1,0.8707297382776833
73,313,0.6,0.2,0.1988172100239822
73,313,0.7,0.0,5.799830981075638
73,313,0.7,0.1,0.7223490779288326
73,313,0.7,0.2,0.1428249003531085
73,313,0.8,0.0,5.918774078450734
73,313,0.8,0.1,1.0120833688127655
73,313,0.8,0.2,0.2468227399150038
73,313,0.9,0.0,5.938297674575984
73,313,0.9,0.1,0.7329223566152265
73,313,0.9,0.2,0.0049576802778386
194,74,0.5,0.0,2.1104217433249346
194,74,0.5,0.1,3.48680732761453
194,74,0.5,0.2,1.4051404386116015
194,74,0.6,0.0,2.2420297623760828
194,74,0.6,0.1,3.366588584979368
194,74,0.6,0.2,1.4838327729651422
194,74,0.7,0.0,2.0432597007988478
194,74,0.7,0.1,3.629095236422139
194,74,0.7,0.2,1.7977009955548642
194,74,0.8,0.0,1.9651480015400988
194,74,0.8,0.1,3.271500321175957
194,74,0.8,0.2,1.9002251133776424
194,74,0.9,0.0,1.9651480015400988
194,74,0.9,0.1,3.641023858811522
194,74,0.9,0.2,1.6702734708387847
194,75,0.5,0.0,1.9867066020976851
194,75,0.5,0.1,3.734749622060849
194,75,0.5,0.2,2.1549378476634224
194,75,0.6,0.0,2.2090526335458165
194,75,0.6,0.1,3.328694991064413
194,75,0.6,0.2,1.359968442408844
194,75,0.7,0.0,2.2090526335458165
194,75,0.7,0.1,4.0301190745192494
194,75,0.7,0.2,2.00982941706393
194,75,0.8,0.0,2.0240849839941006
194,75,0.8,0.1,3.465832119514162
194,75,0.8,0.2,1.6206553735076277
194,75,0.9,0.0,2.123667765992174
194,75,0.9,0.1,3.12285370527532
194,75,0.9,0.2,1.3037952535187358
195,74,0.5,0.0,2.144856199995859
195,74,0.5,0.1,4.244248141769082
195,74,0.5,0.2,1.8086880923471595
195,74,0.6,0.0,2.6241341118408936
195,74,0.6,0.1,3.8156169944431824
195,74,0.6,0.2,2.30805966707276
195,74,0.7,0.0,2.736184605166134
195,74,0.7,0.1,3.696524896697428
195,74,0.7,0.2,1.7578713838696274
195,74,0.8,0.0,2.4300928041781398
195,74,0.8,0.1,4.225717558336464
195,74,0.8,0.2,1.4965829701023488
195,74,0.9,0.0,2.225808674920021
195,74,0.9,0.1,3.755395812242927
195,74,0.9,0.2,1.857159425952167
195,75,0.5,0.0,1.841890570058508
195,75,0.5,0.1,3.64981140444375
195,75,0.5,0.2,1.453840169155452
195,75,0.6,0.0,2.3124624888052203
195,75,0.6,0.1,3.96363822983208
195,75,0.6,0.2,1.9233427713474336
195,75,0.7,0.0,2.5902952585929526
195,75,0.7,0.1,3.6408811861299615
195,75,0.7,0.2,2.146304161216772
195,75,0.8,0.0,2.301370568242719
195,75,0.8,0.1,3.555614919340896
195,75,0.8,0.2,1.2963248869231183
195,75,0.9,0.0,2.171260742454292
195,75,0.9,0.1,3.871476796579424
195,75,0.9,0.2,1.7241086300719657
110,120,0.5,0.0,4.548744298561247
110,120,0.5,0.1,2.947585915890466
110,120,0.5,0.2,0.4703838625289123
110,120,0.6,0.0,4.577455837318821
110,120,0.6,0.1,3.1244884022667847
110,120,0.6,0.2,0.7669992509057373
110,120,0.7,0.0,4.504873367858636
110,120,0.7,0.1,3.251314648954823
110,120,0.7,0.2,0.7960129286161077
110,120,0.8,0.0,4.504873367858636
110,120,0.8,0.1,2.797124241652952
110,120,0.8,0.2,1.211987100636291
110,120,0.9,0.0,4.602015087598421
110,120,0.9,0.1,3.632953284502845
110,120,0.9,0.2,0.8230788268553209
110,121,0.5,0.0,4.324796199575517
110,121,0.5,0.1,3.478153472010079
110,121,0.5,0.2,0.9619441621618828
110,121,0.6,0.0,4.324796199575517
110,121,0.6,0.1,3.614327450380213
110,121,0.6,0.2,1.009526049988045
110,121,0.7,0.0,4.181853773264584
110,121,0.7,0.1,3.162899502625466
110,121,0.7,0.2,0.8856226364247348
110,121,0.8,0.0,4.247148911032012
110,121,0.8,0.1,2.7691772439035454
110,121,0.8,0.2,0.9283759548512284
110,121,0.9,0.0,4.327179583784792
110,121,0.9,0.1,3.1067603639471635
110,121,0.9,0.2,0.7915597374917454
111,120,0.5,0.0,1.4554151466469598
111,120,0.5,0.1,3.0340659439679865
111,120,0.5,0.2,1.161101838168598
111,120,0.6,0.0,1.4276554055731676
111,120,0.6,0.1,3.695763245272136
111,120,0.6,0.2,1.2968053898429766
111,120,0.7,0.0,1.4802010946287254
111,120,0.7,0.1,3.4566069810094886
111,120,0.7,0.2,1.303513202937026
111,120,0.8,0.0,1.5604149799613865
111,120,0.8,0.1,4.094524956493116
111,120,0.8,0.2,0.9892166415265252
111,120,0.9,0.0,1.5650365196862737
111,120,0.9,0.1,3.610643260251541
111,120,0.9,0.2,1.3250049001299562
111,121,0.5,0.0,4.718521787178648
111,121,0.5,0.1,3.347313982775499
111,121,0.5,0.2,1.2449838792891388
111,121,0.6,0.0,4.866417692953636
111,121,0.6,0.1,2.93854873710149
111,121,0.6,0.2,0.5481431031723023
111,121,0.7,0.0,4.930410662989896
111,121,0.7,0.1,3.457550657198963
111,121,0.7,0.2,1.2837497826337785
111,121,0.8,0.0,4.983471979470102
111,121,0.8,0.1,3.422447403299681
111,121,0.8,0.2,1.221070436911928
111,121,0.9,0.0,5.033169620837953
111,121,0.9,0.1,3.463441298396738
111,121,0.9,0.2,1.2904616542658314
4,394,0.5,0.0,0.1942266673283068
4,394,0.5,0.1,0.0345950768614056
4,394,0.5,0.2,0.2856802982781499
4,394,0.6,0.0,0.1952318843338378
4,394,0.6,0.1,0.00028099666096
4,394,0.6,0.2,0.2879938125439345
4,394,0.7,0.0,0.1945013625369966
4,394,0.7,0.1,0.0126823331340428
4,394,0.7,0.2,0.2656037329344816
4,394,0.8,0.0,0.1938418904077785
4,394,0.8,0.1,0.0147230357700767
4,394,0.8,0.2,0.2762292059931823
4,394,0.9,0.0,0.1990119036666886
4,394,0.9,0.1,0.0476344642081567
4,394,0.9,0.2,0.0748359490769878
4,395,0.5,0.0,0.2005973495253243
4,395,0.5,0.1,0.077712245903772
4,395,0.5,0.2,0.2606282006465168
4,395,0.6,0.0,0.1974620804319364
4,395,0.6,0.1,0.0148271731032867
4,395,0.6,0.2,0.107343053040811
4,395,0.7,0.0,0.1943026285600595
4,395,0.7,0.1,0.0603580576174529
4,395,0.7,0.2,0.1497512625469799
4,395,0.8,0.0,0.1936427897940245
4,395,0.8,0.1,0.0292485666133774
4,395,0.8,0.2,0.2559976895619318
4,395,0.9,0.0,0.1982652749991107
4,395,0.9,0.1,0.007243035329985
4,395,0.9,0.2,0.2070970485049841
5,394,0.5,0.0,0.2019967171667307
5,394,0.5,0.1,0.0044572743564472
5,394,0.5,0.2,0.2610125841409871
5,394,0.6,0.0,0.2008757016998057
5,394,0.6,0.1,0.06297474799441
5,394,0.6,0.2,0.226439727192151
5,394,0.7,0.0,0.1982321265798425
5,394,0.7,0.1,0.1163034705569714
5,394,0.7,0.2,0.1934625548379429
5,394,0.8,0.0,0.2001537777486284
5,394,0.8,0.1,0.0844621511319037
5,394,0.8,0.2,0.2341412797797293
5,394,0.9,0.0,0.2026029467348102
5,394,0.9,0.1,0.0554650940867169
5,394,0.9,0.2,0.1998030660502419
5,395,0.5,0.0,0.2058976166450605
5,395,0.5,0.1,0.0194968994406554
5,395,0.5,0.2,0.2008873280443133
5,395,0.6,0.0,0.205652737594125
5,395,0.6,0.1,0.0107297642386523
5,395,0.6,0.2,0.1819614642799862
5,395,0.7,0.0,0.2007389062367028
5,395,0.7,0.1,0.0536997320107328
5,395,0.7,0.2,0.1072769194977052
5,395,0.8,0.0,0.1975758459220102
5,395,0.8,0.1,0.0246381636460562
5,395,0.8,0.2,0.0366355796470454
5,395,0.9,0.0,0.2024939370870164
5,395,0.9,0.1,0.0021237605027319
5,395,0.9,0.2,0.3937038493473306
128,128,0.5,0.0,2.963662795634587
128,128,0.5,0.1,3.116073129165993
128,128,0.5,0.2,1.3293648110165996
128,128,0.6,0.0,2.910431429424145
128,128,0.6,0.1,3.233301592909772
128,128,0.6,0.2,0.9694189927856502
128,128,0.7,0.0,2.8627952703736046
128,128,0.7,0.1,3.310497439797791
128,128,0.7,0.2,1.054496751552808
128,128,0.8,0.0,2.8574272301658663
128,128,0.8,0.1,3.1088110767087223
128,128,0.8,0.2,1.0487169050148726
128,128,0.9,0.0,2.797830035382024
128,128,0.9,0.1,2.78095872067768
128,128,0.9,0.2,1.1466404835520263
128,129,0.5,0.0,2.9262800950401378
128,129,0.5,0.1,3.240236123344687
128,129,0.5,0.2,1.1032878692958334
128,129,0.6,0.0,2.9121725281871207
128,129,0.6,0.1,3.548834507641149
128,129,0.6,0.2,0.5425712768234856
128,129,0.7,0.0,2.8717858616564147
128,129,0.7,0.1,2.8625256831511816
128,129,0.7,0.2,1.0639122219732595
128,129,0.8,0.0,2.780391003047736
128,129,0.8,0.1,3.035220927422042
128,129,0.8,0.2,0.5302789623221429
128,129,0.9,0.0,2.753726438532331
128,129,0.9,0.1,3.1809419852916108
128,129,0.9,0.2,1.0105337912096743
129,128,0.5,0.0,2.225833404413862
129,128,0.5,0.1,3.368030422090917
129,128,0.5,0.2,1.2935386315946982
129,128,0.6,0.0,1.947072957035342
129,128,0.6,0.1,3.4140144386879863
129,128,0.6,0.2,1.2298642861849558
129,128,0.7,0.0,1.9357683902092
129,128,0.7,0.1,3.503281860180227
129,128,0.7,0.2,1.116875161567597
129,128,0.8,0.0,1.9346988728180552
129,128,0.8,0.1,4.033492568112536
129,128,0.8,0.2,1.272579718550633
129,128,0.9,0.0,2.005213757170852
129,128,0.9,0.1,3.430320603291454
129,128,0.9,0.2,0.9596155577136862
129,129,0.5,0.0,1.9427915498449817
129,129,0.5,0.1,4.204013284361892
129,129,0.5,0.2,1.0148569907234677
129,129,0.6,0.0,2.018327898965902
129,129,0.6,0.1,3.997398687777441
129,129,0.6,0.2,1.3300005604228833
129,129,0.7,0.0,1.98232620599272
129,129,0.7,0.1,4.179141838119623
129,129,0.7,0.2,1.1063672315112552
129,129,0.8,0.0,2.013681346140789
129,129,0.8,0.1,3.1087765326375525
129,129,0.8,0.2,0.9649921886238476
129,129,0.9,0.0,2.0322824614042343
129,129,0.9,0.1,3.180357845595092
129,129,0.9,0.2,1.322735774979849
178,98,0.5,0.0,4.054012994450037
178,98,0.5,0.1,3.00410746393651
178,98,0.5,0.2,1.1975173470970155
178,98,0.6,0.0,3.12219629314974
178,98,0.6,0.1,3.1896906400589984
178,98,0.6,0.2,1.6761318895054045
178,98,0.7,0.0,3.1134059824045863
178,98,0.7,0.1,3.793719420275634
178,98,0.7,0.2,1.7048110216192196
178,98,0.8,0.0,2.3845196810365934
178,98,0.8,0.1,3.3879006074103595
178,98,0.8,0.2,1.4190451530672554
178,98,0.9,0.0,2.7275689000545924
178,98,0.9,0.1,3.4849960102610904
178,98,0.9,0.2,1.6189015207519386
178,99,0.5,0.0,3.897275931152143
178,99,0.5,0.1,3.4849702576949757
178,99,0.5,0.2,1.282624648046104
178,99,0.6,0.0,3.818956672711935
178,99,0.6,0.1,3.774668510150121
178,99,0.6,0.2,1.6391120629096658
178,99,0.7,0.0,3.6858237002178
178,99,0.7,0.1,3.769068290496765
178,99,0.7,0.2,1.624739703945929
178,99,0.8,0.0,2.819249928770814
178,99,0.8,0.1,3.917249013437736
178,99,0.8,0.2,1.1929683769149246
178,99,0.9,0.0,3.199628140826668
178,99,0.9,0.1,3.139597286677933
178,99,0.9,0.2,1.3846646784931131
179,98,0.5,0.0,3.3153989699589985
179,98,0.5,0.1,3.3634093430756646
179,98,0.5,0.2,1.7909821680379563
179,98,0.6,0.0,3.2514213293192693
179,98,0.6,0.1,3.590877162937618
179,98,0.6,0.2,1.361170864016488
179,98,0.7,0.0,2.8478304010046926
179,98,0.7,0.1,4.399889173613481
179,98,0.7,0.2,1.9269606429712132
179,98,0.8,0.0,2.7353095489487917
179,98,0.8,0.1,3.4278843010631146
179,98,0.8,0.2,1.1529444767029755
179,98,0.9,0.0,3.0735904498645468
179,98,0.9,0.1,4.369199438606042
179,98,0.9,0.2,1.87334197738644
179,99,0.5,0.0,2.9843658626140126
179,99,0.5,0.1,4.17184331997011
179,99,0.5,0.2,1.233117482680223
179,99,0.6,0.0,3.047193621161826
179,99,0.6,0.1,4.510545863717348
179,99,0.6,0.2,1.26197648081129
179,99,0.7,0.0,2.584298059499144
179,99,0.7,0.1,3.666203828859344
179,99,0.7,0.2,1.8870623966398783
179,99,0.8,0.0,2.584298059499144
179,99,0.8,0.1,3.653867010746197
179,99,0.8,0.2,1.3376386689761155
179,99,0.9,0.0,2.8349913566553138
179,99,0.9,0.1,4.194804353159061
179,99,0.9,0.2,1.1946791371840018
70,460,0.5,0.0,5.409441175771611
70,460,0.5,0.1,1.302043762876897
70,460,0.5,0.2,0.1115636711169845
70,460,0.6,0.0,1.4036347533646456
70,460,0.6,0.1,0.8701447639051896
70,460,0.6,0.2,0.1389578622584579
70,460,0.7,0.0,1.4036347533646456
70,460,0.7,0.1,1.0374935072845943
70,460,0.7,0.2,0.0287383807598011
70,460,0.8,0.0,1.4333692956066582
70,460,0.8,0.1,1.1253696254629144
70,460,0.8,0.2,0.0152632830847263
70,460,0.9,0.0,1.432145444031386
70,460,0.9,0.1,0.8825807467338098
70,460,0.9,0.2,0.0858155488440104
70,461,0.5,0.0,1.5159000461074612
70,461,0.5,0.1,0.9829229426983304
70,461,0.5,0.2,0.0761988460200804
70,461,0.6,0.0,1.5159000461074612
70,461,0.6,0.1,1.0214380247172254
70,461,0.6,0.2,0.0329232246499842
70,461,0.7,0.0,1.4856513242200204
70,461,0.7,0.1,1.0670170057650434
70,461,0.7,0.2,0.2157393951912851
70,461,0.8,0.0,1.681010020047932
70,461,0.8,0.1,0.8952174295622566
70,461,0.8,0.2,0.1329334563380673
70,461,0.9,0.0,1.4173828984552213
70,461,0.9,0.1,1.1576784609809732
70,461,0.9,0.2,0.025136237529308
71,460,0.5,0.0,2.1874570151107218
71,460,0.5,0.1,1.6266899688766063
71,460,0.5,0.2,0.1958718693554431
71,460,0.6,0.0,2.228925345181798
71,460,0.6,0.1,1.2260868224359882
71,460,0.6,0.2,0.1671325754174262
71,460,0.7,0.0,2.2954945577884693
71,460,0.7,0.1,1.4244170511354015
71,460,0.7,0.2,0.1599392070164977
71,460,0.8,0.0,2.378820994962597
71,460,0.8,0.1,1.1034918672201126
71,460,0.8,0.2,0.2617277834352585
71,460,0.9,0.0,2.48441205473066
71,460,0.9,0.1,1.0987682713807398
71,460,0.9,0.2,0.1299770429318201
71,461,0.5,0.0,2.241106721735873
71,461,0.5,0.1,1.5911405776700305
71,461,0.5,0.2,0.175839979535155
71,461,0.6,0.0,2.1826410782681838
71,461,0.6,0.1,1.1315452606593954
71,461,0.6,0.2,0.266869506798157
71,461,0.7,0.0,2.1826410782681838
71,461,0.7,0.1,1.025046775223938
71,461,0.7,0.2,0.0453209125554163
71,461,0.8,0.0,2.2220984632993908
71,461,0.8,0.1,1.491088774060124
71,461,0.8,0.2,0.1364326390460881
71,461,0.9,0.0,2.140899286954429
71,461,0.9,0.1,1.2649564232282149
71,461,0.9,0.2,0.3451403417404606
118,28,0.5,0.0,3.1017145772097106
118,28,0.5,0.1,5.2135466991111965
118,28,0.5,0.2,4.502243771853467
118,28,0.6,0.0,3.427127505765732
118,28,0.6,0.1,5.11685034581615
118,28,0.6,0.2,4.970060129244754
118,28,0.7,0.0,3.512181378794547
118,28,0.7,0.1,5.136795900568115
118,28,0.7,0.2,4.23571011098429
118,28,0.8,0.0,3.123746143454498
118,28,0.8,0.1,5.143009883635463
118,28,0.8,0.2,4.278894519439918
118,28,0.9,0.0,3.693393557354193
118,28,0.9,0.1,4.92351123160947
118,28,0.9,0.2,4.3407450888341845
118,29,0.5,0.0,3.288439051179486
118,29,0.5,0.1,5.1838599919853845
118,29,0.5,0.2,4.900422854287638
118,29,0.6,0.0,3.233504350615082
118,29,0.6,0.1,5.162753777577703
118,29,0.6,0.2,4.7777952524145775
118,29,0.7,0.0,3.4844941294081675
118,29,0.7,0.1,4.999135005819929
118,29,0.7,0.2,4.686389231793164
118,29,0.8,0.0,3.5232726330817794
118,29,0.8,0.1,5.014817460833185
118,29,0.8,0.2,4.354597054728937
118,29,0.9,0.0,3.230008501079796
118,29,0.9,0.1,4.934352918782612
118,29,0.9,0.2,4.744948376306886
119,28,0.5,0.0,3.0506970351377216
119,28,0.5,0.1,5.413005145683671
119,28,0.5,0.2,4.891432576753594
119,28,0.6,0.0,3.1441632376417417
119,28,0.6,0.1,5.187220970290886
119,28,0.6,0.2,4.710183432443692
119,28,0.7,0.0,3.0182794272752336
119,28,0.7,0.1,5.41893135673222
119,28,0.7,0.2,4.902925772381102
119,28,0.8,0.0,3.0442389619458368
119,28,0.8,0.1,5.215194881257873
119,28,0.8,0.2,5.2503056672394255
119,28,0.9,0.0,3.187804698559919
119,28,0.9,0.1,5.094562567044857
119,28,0.9,0.2,4.389471810051249
119,29,0.5,0.0,3.1914724658604072
119,29,0.5,0.1,5.244070529846426
119,29,0.5,0.2,4.906612551474558
119,29,0.6,0.0,3.300921531967294
119,29,0.6,0.1,5.333122749656633
119,29,0.6,0.2,4.614659448068001
119,29,0.7,0.0,3.171413171430201
119,29,0.7,0.1,5.538976881412658
119,29,0.7,0.2,4.528748452970548
119,29,0.8,0.0,3.1636171232018477
119,29,0.8,0.1,5.45113171860909
119,29,0.8,0.2,4.808908280527747
119,29,0.9,0.0,3.706085298482262
119,29,0.9,0.1,5.30321579807496
119,29,0.9,0.2,4.49805614983415
186,316,0.5,0.0,3.4074208712012477
186,316,0.5,0.1,1.9548699237590887
186,316,0.5,0.2,0.5148552787205904
186,316,0.6,0.0,3.4465501789129105
186,316,0.6,0.1,2.25493474647306
186,316,0.6,0.2,0.3934946912327781
186,316,0.7,0.0,3.4465501789129105
186,316,0.7,0.1,2.217285767712216
186,316,0.7,0.2,0.2314379866174665
186,316,0.8,0.0,3.4074208712012477
186,316,0.8,0.1,2.7143884721150897
186,316,0.8,0.2,0.1838641809738117
186,316,0.9,0.0,3.4074208712012477
186,316,0.9,0.1,2.3311371263799003
186,316,0.9,0.2,0.5800376832108238
186,317,0.5,0.0,3.1679332102492896
186,317,0.5,0.1,1.405770055716831
186,317,0.5,0.2,0.3990301629116377
186,317,0.6,0.0,3.2404550773853344
186,317,0.6,0.1,1.993161457634052
186,317,0.6,0.2,0.0984039603747888
186,317,0.7,0.0,3.2404550773853344
186,317,0.7,0.1,2.305389908645717
186,317,0.7,0.2,0.1506334637655033
186,317,0.8,0.0,3.1679332102492896
186,317,0.8,0.1,1.882074462929138
186,317,0.8,0.2,0.405330733953205
186,317,0.9,0.0,3.23118403424367
186,317,0.9,0.1,1.3685367846789092
186,317,0.9,0.2,0.4637838397296754
187,316,0.5,0.0,2.508006033515194
187,316,0.5,0.1,2.463459275857506
187,316,0.5,0.2,0.7291987914425757
187,316,0.6,0.0,2.441307813714843
187,316,0.6,0.1,2.375141555260916
187,316,0.6,0.2,0.3717981203351126
187,316,0.7,0.0,2.547661179631332
187,316,0.7,0.1,3.0564986715266897
187,316,0.7,0.2,0.5475246675582301
187,316,0.8,0.0,2.632421964219869
187,316,0.8,0.1,2.1983922718201168
187,316,0.8,0.2,0.456567178576833
187,316,0.9,0.0,2.4190836633682533
187,316,0.9,0.1,2.326466338448977
187,316,0.9,0.2,0.7574634195555809
187,317,0.5,0.0,2.575531924896458
187,317,0.5,0.1,1.9537233427874556
187,317,0.5,0.2,0.7057220109682127
187,317,0.6,0.0,2.508874330804984
187,317,0.6,0.1,2.3481276790379244
187,317,0.6,0.2,0.4981644461666992
187,317,0.7,0.0,2.618515099535033
187,317,0.7,0.1,2.702031391565651
187,317,0.7,0.2,0.3692955560002122
187,317,0.8,0.0,2.575531924896458
187,317,0.8,0.1,2.8474822263361883
187,317,0.8,0.2,0.1890332515124999
187,317,0.9,0.0,2.508874330804984
187,317,0.9,0.1,2.6370065424474145
187,317,0.9,0.2,0.3301065388469926
106,256,0.5,0.0,0.9536328110756144
106,256,0.5,0.1,1.977958629928924
106,256,0.5,0.2,0.325936563213073
106,256,0.6,0.0,0.9698512365823166
106,256,0.6,0.1,1.701936734715817
106,256,0.6,0.2,0.368349298069992
106,256,0.7,0.0,1.0056601444962148
106,256,0.7,0.1,2.030812070717184
106,256,0.7,0.2,0.4016365344471264
106,256,0.8,0.0,0.9536328110756144
106,256,0.8,0.1,2.449433323055461
106,256,0.8,0.2,0.3252321131787745
106,256,0.9,0.0,0.9422888281482288
106,256,0.9,0.1,1.6687810686906523
106,256,0.9,0.2,0.2438336562911747
106,257,0.5,0.0,5.010054203034764
106,257,0.5,0.1,1.9102534080102984
106,257,0.5,0.2,0.3511500432259886
106,257,0.6,0.0,4.971754999584139
106,257,0.6,0.1,2.156538709216157
106,257,0.6,0.2,0.5518341902354109
106,257,0.7,0.0,4.927671208005734
106,257,0.7,0.1,2.0554116686917467
106,257,0.7,0.2,0.2886973071261369
106,257,0.8,0.0,4.971754999584139
106,257,0.8,0.1,2.051795525824234
106,257,0.8,0.2,0.1722792165453324
106,257,0.9,0.0,5.153451842799176
106,257,0.9,0.1,1.4589698645494256
106,257,0.9,0.2,0.3356423313927301
107,256,0.5,0.0,1.0253942822865785
107,256,0.5,0.1,1.8725147711872872
107,256,0.5,0.2,0.2135041028552606
107,256,0.6,0.0,1.0262862100286352
107,256,0.6,0.1,2.173430780167722
107,256,0.6,0.2,0.2990141675487319
107,256,0.7,0.0,1.0689537766462731
107,256,0.7,0.1,2.707011859548393
107,256,0.7,0.2,0.4951720212321397
107,256,0.8,0.0,1.1464223128605884
107,256,0.8,0.1,2.3718457088589098
107,256,0.8,0.2,0.2081900452359768
107,256,0.9,0.0,1.0113234546855914
107,256,0.9,0.1,2.037066537882442
107,256,0.9,0.2,0.2103170699517402
107,257,0.5,0.0,1.0432019147797522
107,257,0.5,0.1,1.9131325417449645
107,257,0.5,0.2,0.542420673428941
107,257,0.6,0.0,1.07963345944194
107,257,0.6,0.1,1.9517427664461025
107,257,0.6,0.2,0.2069592732939451
107,257,0.7,0.0,1.156319148760904
107,257,0.7,0.1,1.4953939760940589
107,257,0.7,0.2,0.3566141797529081
107,257,0.8,0.0,1.2649470531627005
107,257,0.8,0.1,1.7977739441087053
107,257,0.8,0.2,0.3736682611363715
107,257,0.9,0.0,1.0737541410518752
107,257,0.9,0.1,1.784987405788698
107,257,0.9,0.2,0.4831162863658562
110,480,0.5,0.0,2.133597456143292
110,480,0.5,0.1,1.5249800159937976
110,480,0.5,0.2,0.1341076908401497
110,480,0.6,0.0,2.106773859242999
110,480,0.6,0.1,1.6549710334808978
110,480,0.6,0.2,0.2950000781570701
110,480,0.7,0.0,2.106773859242999
110,480,0.7,0.1,1.5841512636420738
110,480,0.7,0.2,0.0383277630271869
110,480,0.8,0.0,2.106773859242999
110,480,0.8,0.1,1.3466559736700336
110,480,0.8,0.2,0.4800352204889719
110,480,0.9,0.0,2.002002864065183
110,480,0.9,0.1,1.165267136081244
110,480,0.9,0.2,0.1856592226519016
110,481,0.5,0.0,2.0554146523553865
110,481,0.5,0.1,2.1117234170167407
110,481,0.5,0.2,0.2722573944895501
110,481,0.6,0.0,2.028332731486385
110,481,0.6,0.1,1.7568364547152466
110,481,0.6,0.2,0.1842142103730406
110,481,0.7,0.0,2.0065895625837395
110,481,0.7,0.1,1.9836482026510984
110,481,0.7,0.2,0.059049266501244
110,481,0.8,0.0,2.0065895625837395
110,481,0.8,0.1,1.791407927342192
110,481,0.8,0.2,0.1292155948027034
110,481,0.9,0.0,1.937812422020757
110,481,0.9,0.1,1.7652987118880237
110,481,0.9,0.2,0.0858019552255626
111,480,0.5,0.0,6.100664985329542
111,480,0.5,0.1,2.3276883750442376
111,480,0.5,0.2,0.064794562530281
111,480,0.6,0.0,6.022453587757718
111,480,0.6,0.1,1.6845655618390951
111,480,0.6,0.2,0.340706520899861
111,480,0.7,0.0,5.90004349418836
111,480,0.7,0.1,2.8634025744393057
111,480,0.7,0.2,0.1996452136825155
111,480,0.8,0.0,4.946568477146918
111,480,0.8,0.1,1.733554629428136
111,480,0.8,0.2,0.2298805458916906
111,480,0.9,0.0,5.966291410795101
111,480,0.9,0.1,2.267646297524472
111,480,0.9,0.2,0.1627399181873183
111,481,0.5,0.0,5.904079945102252
111,481,0.5,0.1,1.6845292890331347
111,481,0.5,0.2,0.1615955104838704
111,481,0.6,0.0,5.963439516871409
111,481,0.6,0.1,2.1268962738175485
111,481,0.6,0.2,0.1162685371188434
111,481,0.7,0.0,5.786820552217703
111,481,0.7,0.1,2.137017112427854
111,481,0.7,0.2,0.4691141032507619
111,481,0.8,0.0,4.81622814638499
111,481,0.8,0.1,1.699597844100058
111,481,0.8,0.2,0.1613887678988934
111,481,0.9,0.0,6.066666042644338
111,481,0.9,0.1,1.6286704381232813
111,481,0.9,0.2,0.1923783406238364
114,474,0.5,0.0,2.6498042699991515
114,474,0.5,0.1,1.8316554830535097
114,474,0.5,0.2,0.2275378481577554
114,474,0.6,0.0,2.6081914837166824
114,474,0.6,0.1,1.5988907627198294
114,474,0.6,0.2,0.1944133688817597
114,474,0.7,0.0,2.5493162082713283
114,474,0.7,0.1,1.3917224142782754
114,474,0.7,0.2,0.3241702976175897
114,474,0.8,0.0,2.435905742110277
114,474,0.8,0.1,2.477689768071333
114,474,0.8,0.2,0.0957877640470403
114,474,0.9,0.0,6.456995979276257
114,474,0.9,0.1,1.437247100132371
114,474,0.9,0.2,0.392227725904366
114,475,0.5,0.0,2.6196385782548024
114,475,0.5,0.1,1.472987914230865
114,475,0.5,0.2,0.1289594157206544
114,475,0.6,0.0,2.658209815265259
114,475,0.6,0.1,2.256652205977652
114,475,0.6,0.2,0.1115960363533794
114,475,0.7,0.0,2.5763109524318555
114,475,0.7,0.1,1.8109724335104964
114,475,0.7,0.2,0.1795804094809661
114,475,0.8,0.0,2.440602902052205
114,475,0.8,0.1,2.0083522835079943
114,475,0.8,0.2,0.1981262878324425
114,475,0.9,0.0,6.359464842120639
114,475,0.9,0.1,1.6936301210368525
114,475,0.9,0.2,0.135156283912762
115,474,0.5,0.0,1.3608067478765218
115,474,0.5,0.1,1.7134243092675696
115,474,0.5,0.2,0.1718006607948723
115,474,0.6,0.0,1.2988138305220822
115,474,0.6,0.1,1.8953392702203955
115,474,0.6,0.2,0.0681514268505552
115,474,0.7,0.0,1.314593053263044
115,474,0.7,0.1,1.968481468929017
115,474,0.7,0.2,0.1408479530207813
115,474,0.8,0.0,1.4980586097747253
115,474,0.8,0.1,1.7594381599702764
115,474,0.8,0.2,0.1786651769311067
115,474,0.9,0.0,1.0428061471219472
115,474,0.9,0.1,1.3389711109202445
115,474,0.9,0.2,0.1404721770872061
115,475,0.5,0.0,1.4859360076239607
115,475,0.5,0.1,2.0526476750781733
115,475,0.5,0.2,0.0983573279050453
115,475,0.6,0.0,1.3993614098694565
115,475,0.6,0.1,1.609423913289156
115,475,0.6,0.2,0.0922704204898945
115,475,0.7,0.0,1.3791154604153988
115,475,0.7,0.1,1.4839762044296307
115,475,0.7,0.2,0.1774203840300074
115,475,0.8,0.0,1.43067791734161
115,475,0.8,0.1,1.4675884146172695
115,475,0.8,0.2,0.3108619398512147
115,475,0.9,0.0,1.0071795709513631
115,475,0.9,0.1,1.2166432895068322
115,475,0.9,0.2,0.1264905172533605
